7,30,21,4159.38,4160,4159.3,39.04,0.014903846153842437
7,30,20,4155.33,4159.4,4155.33,37.98,0.09737028114767554
7,30,19,4157,4158.8,4153,22.35,-0.04018934717579725
7,30,18,4149.8,4159.3,4149.72,64.93,0.17320182824151686
7,30,17,4163.9,4163.9,4147.5,143.67,-0.33977541086316876
7,30,16,4146,4170.8,4130.6,1065.8,0.429885443934765
7,30,15,4149.83,4151.1,4146,175.4,-0.09237819585140983
7,30,14,4158.6,4158.7,4146,161.32,-0.2113339582585354
7,30,13,4161.2,4161.3,4152.41,166.81,-0.06252104073485043
7,30,12,4161,4165.3,4161,144.93,0.004806305873302108
7,30,11,4146,4162.5,4146,228.27,0.3604902667628096
7,30,10,4157.1,4157.1,4138.8,291.06,-0.2677279305354716
7,30,9,4152.69,4158,4152.69,149.91,0.10608356787184903
7,30,8,4163.9,4163.9,4144.55,294.34,-0.2699455052026565
7,30,7,4167.7,4167.8,4158.9,343.39,-0.09126059703643818
7,30,6,4176,4176,4167.1,78.15,-0.19915061064857298
7,30,5,4159.1,4176,4158.9,198.08,0.4046934865900198
7,30,4,4175,4175.1,4112,1154.02,-0.3822942463513641
7,30,3,4202.06,4202.1,4175,368.76,-0.6481437125748641
7,30,2,4200.1,4205.3,4199.9,89.93,0.04664378899873611
7,30,1,4204.2,4209.8,4195,285.8,-0.09761672341133476
7,30,0,4179,4210,4174,989.05,0.599400599400596
6,29,23,4169.1,4179.7,4167.8,517.63,0.23689877961233208
6,29,22,4166.5,4173.7,4165.4,698.31,0.06236357966947992
6,29,21,4159.4,4168.22,4159.4,63.18,0.17040681627265997
6,29,20,4162.3,4162.4,4158.8,171.36,-0.069721594460745
6,29,19,4177.8,4180,4162.3,162.95,-0.3723902649977191
6,29,18,4167.6,4180,4164,204.92,0.24414763751255464
6,29,17,4162.4,4171.5,4162.34,201.21,0.12477205106058875
6,29,16,4163.6,4167.7,4155,208.35,-0.028829521429955207
6,29,15,4155.02,4166.05,4155,111.06,0.20607166874819427
6,29,14,4170.1,4170.2,4155,241.71,-0.3629344744429517
6,29,13,4165.77,4171.9,4160.03,202.35,0.10383444042109602
6,29,12,4187.3,4187.3,4155,381.94,-0.5168312220789915
6,29,11,4165.6,4188.2,4161.5,378.6,0.5182337066844838
6,29,10,4156.7,4178.8,4156.7,1034.34,0.21365469560208794
6,29,9,4113.2,4197.2,4113.2,2057.13,1.0465032357398911
6,29,8,4120,4120.6,4102.7,210.13,-0.16532140425947262
6,29,7,4097.37,4128.9,4097.3,355.2,0.549271844660197
6,29,6,4094.7,4098.4,4087.9,68.83,0.06516375138198782
6,29,5,4102,4103.18,4091.7,72.91,-0.17827923901630527
6,29,4,4106,4125,4101.9,485.05,-0.09751340809360443
6,29,3,4101.3,4108.9,4100.7,185.75,0.11446663419386027
6,29,2,4087.7,4101.3,4087.7,133.22,0.33160217492014965
6,29,1,4095.03,4097.7,4082.3,247.61,-0.17931844313427803
6,29,0,4092.57,4109,4092.5,251.05,0.06007281997933944
5,28,23,4086.1,4094,4083.9,38.37,0.15809137045916088
5,28,22,4088.8,4088.9,4084.7,33.82,-0.06607767798145403
5,28,21,4090,4093.81,4088.25,70.33,-0.029348464097040505
5,28,20,4088.09,4090.1,4086.4,123.1,0.046699266503665626
5,28,19,4089.5,4094,4086.9,150.89,-0.034490434408240844
5,28,18,4085.7,4091.6,4083.9,206.95,0.09292089497493805
5,28,17,4083.35,4087,4080,591.31,0.05751768362826226
5,28,16,4092.29,4093.9,4082.2,428.07,-0.21893788188620533
5,28,15,4093.9,4094,4088.1,197.98,-0.03934227535194168
5,28,14,4090.2,4095.7,4077,812.6,0.0903783678155321
5,28,13,4077,4094.77,4075.6,744.1,0.32272260525157037
5,28,12,4075,4084,4074.1,204.21,0.04905567819474754
5,28,11,4081,4086.8,4071.8,317.7,-0.14723926380368368
5,28,10,4081.8,4084,4080,78.33,-0.019603038470975775
5,28,9,4085.8,4085.9,4077,109.6,-0.09799598216473271
5,28,8,4088.7,4088.8,4080.6,239.96,-0.07097753193987444
5,28,7,4083.4,4089,4082.6,240.74,0.12962555335435866
5,28,6,4086.9,4089,4082.8,45.16,-0.08571288632022345
5,28,5,4073.8,4087,4072.2,141.52,0.3205363478431025
5,28,4,4081.5,4081.5,4064,368.91,-0.18901271540086384
5,28,3,4095.94,4114.4,4081.47,514.06,-0.3537914982236998
5,28,2,4095.16,4098.51,4093.5,111.53,0.019043247703834254
5,28,1,4093,4099,4083.4,243.56,0.05274519188505167
5,28,0,4102.5,4102.68,4076.7,202.05,-0.23210359149767612
4,27,23,4086.59,4109.9,4086.5,497.34,0.38781230956733737
4,27,22,4080.9,4088.2,4077.1,246.99,0.13923589104852852
4,27,21,4080.79,4081.6,4077.3,144.13,0.0026954838393606906
4,27,20,4079.1,4080.9,4075,84.66,0.041413549827368
4,27,19,4079,4081,4073.1,96.41,0.002451521168879367
4,27,18,4080.2,4081.6,4078.4,93.51,-0.029418975239025258
4,27,17,4080.6,4085,4074.5,339.93,-0.009803441007804281
4,27,16,4087.9,4088,4073.5,160.06,-0.17889526050092286
4,27,15,4077.2,4090.3,4071,578.94,0.2617480858142329
4,27,14,4086,4086.1,4077,148.98,-0.2158343961542215
4,27,13,4076,4086.1,4073.1,240.16,0.24473813020068746
4,27,12,4091.5,4100,4074.5,546.59,-0.3802747791952896
4,27,11,4077.6,4106.1,4077.6,534.06,0.33972870585360226
